id,employee_id,event_timestamp,event_type,lot_id,created_at,created_by,updated_at,updated_by
e0baeca7-bdee-471a-9d11-da3894739a97,P091281,2025-04-01 17:37:56,EXIT,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4e61b602-e865-45f8-926d-22e3cbbe188a,H769510,2025-04-01 10:25:59,ENTRY,8bfdd03d-2268-4a10-bb14-f073e2bff5c5,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
2a692d8f-1f40-42e2-b2cf-e63eef9b8123,H769510,2025-04-01 17:54:33,EXIT,8bfdd03d-2268-4a10-bb14-f073e2bff5c5,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b6ad202e-e886-4447-b5a4-9148a954420e,Q556357,2025-04-01 11:10:08,ENTRY,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
95662410-43ea-4533-9d02-43feb56e274f,Q556357,2025-04-01 17:57:37,EXIT,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
628b4d43-f621-40f7-a0e1-10429de3ac6b,D378549,2025-04-01 11:17:05,ENTRY,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4c338aba-442b-4d1a-9f5e-da7f2121442e,D378549,2025-04-01 15:42:27,EXIT,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4fadd31b-cbb4-47bd-bd9b-c02f70aa500e,K359493,2025-04-01 10:35:17,ENTRY,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
0da55a03-2017-4792-a4c2-47eaa899d0e4,K359493,2025-04-01 16:00:51,EXIT,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
14d70220-ee24-4dc5-94a8-0d4b3f1f4d59,Z793028,2025-04-01 11:00:37,ENTRY,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b8466f9f-7288-4e56-8b91-f45659c9bafe,Z793028,2025-04-01 15:26:58,EXIT,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
1e40e29c-d6a3-4b40-bf46-ad1f7acff922,V134860,2025-04-01 09:34:37,ENTRY,60c97a40-d0da-4dbf-a3ee-66c5f4861b7c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
3fc1c5c0-0340-4234-9711-03ea7b65a27f,V134860,2025-04-01 16:04:48,EXIT,60c97a40-d0da-4dbf-a3ee-66c5f4861b7c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
141f59a8-cda7-461c-a3aa-f33746700a9d,W466611,2025-04-01 11:28:40,ENTRY,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c83b4b84-fbbe-4cd8-a738-1f8d2f0e50f5,W466611,2025-04-01 16:32:57,EXIT,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
200d2c2d-abc3-4e94-9f68-92c9a3333b71,C124180,2025-04-01 11:10:18,ENTRY,bf13727e-960c-485a-8bfe-59ba40f6536c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
87a2d96b-95bf-4525-a0c8-764d34a40c5c,C124180,2025-04-01 15:01:07,EXIT,bf13727e-960c-485a-8bfe-59ba40f6536c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c9536eab-daab-4735-8b12-f300b788def0,B697338,2025-04-01 09:43:15,ENTRY,bf13727e-960c-485a-8bfe-59ba40f6536c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
dfe06570-1195-44b5-a199-8db99f8da45f,B697338,2025-04-01 16:45:31,EXIT,bf13727e-960c-485a-8bfe-59ba40f6536c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ce24476c-fe81-4668-b891-c8467f806e44,W531375,2025-04-01 10:44:39,ENTRY,8bfdd03d-2268-4a10-bb14-f073e2bff5c5,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b8308574-a872-4530-9285-5c867e9c58cd,W531375,2025-04-01 17:16:49,EXIT,8bfdd03d-2268-4a10-bb14-f073e2bff5c5,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
7230e310-a01c-43b8-afce-d0a200a5804d,C045181,2025-04-01 09:09:41,ENTRY,3cbedf0b-eedb-4e67-983c-fc9cd1810fd3,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
6dae25fb-7b24-4d65-8b12-3d335e3439ec,C045181,2025-04-01 15:48:31,EXIT,3cbedf0b-eedb-4e67-983c-fc9cd1810fd3,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d9937e71-9c0d-405b-b9dc-5255e239d59d,A380108,2025-04-01 09:13:37,ENTRY,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
978e4328-1505-4a32-96e7-faf9efff1c3a,A380108,2025-04-01 15:10:26,EXIT,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
60462356-b3d9-4e6a-92aa-349a423ef2a7,M667433,2025-04-01 11:27:09,ENTRY,60c97a40-d0da-4dbf-a3ee-66c5f4861b7c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
6d02727a-242f-4406-8812-7a59addedd2e,M667433,2025-04-01 16:29:05,EXIT,60c97a40-d0da-4dbf-a3ee-66c5f4861b7c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
bb074389-2e95-4906-97d9-4312f2e7e4ac,A789939,2025-04-01 10:28:01,ENTRY,3ca22ec4-06c0-4554-9765-0debf10fb3fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
bf8da334-80fa-4b89-a4fa-3a496ba963a0,A789939,2025-04-01 17:45:58,EXIT,3ca22ec4-06c0-4554-9765-0debf10fb3fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
56d438f8-3b08-421e-8991-6e02ea9162e3,L482308,2025-04-01 09:47:25,ENTRY,c7836286-5947-4034-ae9e-016f285c6fe1,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
0cdb84c6-14c3-4080-80fc-fcfe650218e7,L482308,2025-04-01 16:31:10,EXIT,c7836286-5947-4034-ae9e-016f285c6fe1,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c4bc3ab9-fd15-40c4-8169-4e657bd3b48a,N945860,2025-04-01 11:14:43,ENTRY,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
24b37ada-98be-4483-b287-53308e794148,N945860,2025-04-01 17:15:00,EXIT,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
04feecb7-9707-4a25-96ae-43a9c42ecf03,O395010,2025-04-01 09:14:01,ENTRY,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
1ea5cf4a-a7c0-4c30-8b14-7dc461db428b,O395010,2025-04-01 17:46:55,EXIT,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
56ee2ab6-88b6-4636-b0df-d89726588b9f,T340848,2025-04-01 10:33:45,ENTRY,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
73956c41-749e-49fb-80dc-0f20f4b863be,T340848,2025-04-01 15:35:00,EXIT,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
480bc228-1e0d-4de6-af02-20ecaa3d8d3d,O994931,2025-04-01 10:32:43,ENTRY,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
04206ac4-317f-4998-93d4-cd16213e6a6a,O994931,2025-04-01 17:15:43,EXIT,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
0d3ea7cc-9934-4632-953e-ee3a320d94b4,P165099,2025-04-01 10:09:55,ENTRY,60c97a40-d0da-4dbf-a3ee-66c5f4861b7c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
59899da7-defd-400f-9ad0-e3e7354e097f,P165099,2025-04-01 15:25:03,EXIT,60c97a40-d0da-4dbf-a3ee-66c5f4861b7c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
3d6f67cc-43b0-406a-b43d-8237bd2c945c,L056574,2025-04-01 11:16:03,ENTRY,60c97a40-d0da-4dbf-a3ee-66c5f4861b7c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
eca51bad-4937-40d2-bf32-a951fe2a22a8,L056574,2025-04-01 17:52:39,EXIT,60c97a40-d0da-4dbf-a3ee-66c5f4861b7c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
248dd93c-3c0c-4663-bd83-56b06826d215,C994487,2025-04-01 09:12:39,ENTRY,3cbedf0b-eedb-4e67-983c-fc9cd1810fd3,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
2529f254-bb90-4c69-9264-8f13cac68c69,C994487,2025-04-01 16:09:18,EXIT,3cbedf0b-eedb-4e67-983c-fc9cd1810fd3,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b81bb366-1e78-44ae-b525-a013c8563654,C910295,2025-04-01 10:21:49,ENTRY,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
13e38241-ccb0-45dc-a8ef-8da9c2653aeb,C910295,2025-04-01 15:38:36,EXIT,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
0269ef23-dd1d-4bd7-b282-afbbab979c22,U346154,2025-04-01 11:02:19,ENTRY,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ef231255-6ff6-4f0f-bfdb-4e114f886808,U346154,2025-04-01 17:57:11,EXIT,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
a01cfcfd-d454-4fb4-8acf-1ced3183a5c8,I130958,2025-04-01 10:19:21,ENTRY,9fca6880-3936-49a9-85d2-4e08c53e8b60,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
372c39f5-726e-4d36-81b9-b41198d6b62a,I130958,2025-04-01 17:39:16,EXIT,9fca6880-3936-49a9-85d2-4e08c53e8b60,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
2bb14252-bb07-4297-8497-e29d5b02d560,T426923,2025-04-01 10:04:09,ENTRY,bf13727e-960c-485a-8bfe-59ba40f6536c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
eee7bbc1-0c76-416b-ab58-0c3a64edf024,T426923,2025-04-01 17:59:53,EXIT,bf13727e-960c-485a-8bfe-59ba40f6536c,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d56fa036-726a-4c54-a382-419771e29907,D325302,2025-04-01 10:07:09,ENTRY,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c0faa637-a05b-4676-aded-e2c2ad400218,D325302,2025-04-01 16:18:22,EXIT,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
210c5351-4970-4265-8370-ad11e6aa7ffa,Z066962,2025-04-01 09:44:02,ENTRY,8bfdd03d-2268-4a10-bb14-f073e2bff5c5,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
e2a709b4-f87f-4344-9aa3-7ebfc6b63517,Z066962,2025-04-01 15:00:58,EXIT,8bfdd03d-2268-4a10-bb14-f073e2bff5c5,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4038ac85-5956-4809-a839-eabeb065c7ba,I866241,2025-04-01 09:36:47,ENTRY,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
9057ba18-ebda-43cc-867f-ca5cf13186fe,I866241,2025-04-01 16:21:00,EXIT,a1a29b38-1d7d-4110-b84c-5464de4ac8fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
46d2e8b9-b703-4c79-add0-65596c62da63,A390578,2025-04-01 11:45:53,ENTRY,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
68cbfd2f-548c-4c8d-ab94-1228208b80d1,A390578,2025-04-01 16:28:01,EXIT,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b04ae8f5-2416-4b3e-9dd9-f1a35e0fed6c,U323588,2025-04-01 10:29:25,ENTRY,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ccbbfd5a-372e-4795-9f3c-c56e7950c24f,U323588,2025-04-01 17:31:36,EXIT,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
33c9cec3-e1a9-42d1-a827-2359306132f6,Z278101,2025-04-01 10:26:57,ENTRY,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c89cc767-d6a6-43f6-be80-b57f0db151a0,Z278101,2025-04-01 15:47:46,EXIT,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c8a14888-b1c5-41b0-aad3-24ebe1381240,E113720,2025-04-01 09:19:05,ENTRY,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
bbda68f3-c379-40ba-b61b-13e039a68f84,E113720,2025-04-01 17:15:58,EXIT,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
2269f005-03de-44bc-8b5c-68b61545a9f1,J904191,2025-04-01 11:26:49,ENTRY,c7836286-5947-4034-ae9e-016f285c6fe1,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
9c9ecd65-922e-4162-acd5-6e9b26838d15,J904191,2025-04-01 17:01:58,EXIT,c7836286-5947-4034-ae9e-016f285c6fe1,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
40113d4e-be56-4559-97cc-5f8690c7d380,O106030,2025-04-01 11:13:11,ENTRY,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
5172a46e-f212-4a30-a825-6317b751bd6f,O106030,2025-04-01 16:54:03,EXIT,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
3e357dcf-e0fb-41a8-8ea6-9f07f68889fc,L557305,2025-04-01 10:16:32,ENTRY,9fca6880-3936-49a9-85d2-4e08c53e8b60,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d167c1c7-12f5-432d-a1c9-dc5e28975e8e,L557305,2025-04-01 17:35:22,EXIT,9fca6880-3936-49a9-85d2-4e08c53e8b60,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
33c632f3-a2be-4278-b728-56fed1597be5,E931670,2025-04-01 10:54:01,ENTRY,9fca6880-3936-49a9-85d2-4e08c53e8b60,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
857026dd-9c32-43d8-9dba-1229381f697e,E931670,2025-04-01 16:53:13,EXIT,9fca6880-3936-49a9-85d2-4e08c53e8b60,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
117bff83-a6e3-4a61-8ed3-eab225c6edef,P593277,2025-04-01 09:31:49,ENTRY,3ca22ec4-06c0-4554-9765-0debf10fb3fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
9bc9b8e5-bc15-41fc-a26d-2d65e91b2e9f,P593277,2025-04-01 15:08:22,EXIT,3ca22ec4-06c0-4554-9765-0debf10fb3fe,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ff9a5dcd-10d9-4700-98b4-e0f7afe0bbcc,D613864,2025-04-01 09:40:35,ENTRY,2407b40a-d7bb-4b9f-969c-6e9a1ab6c120,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4df7aa79-deef-412c-98a4-8a0f4cf25879,D613864,2025-04-01 15:36:27,EXIT,2407b40a-d7bb-4b9f-969c-6e9a1ab6c120,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
2c672b95-1d03-4522-bef3-050a6f97cbf2,M695636,2025-04-01 11:24:03,ENTRY,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
8a2c3145-918f-4424-a1e4-ef2e058dbc95,M695636,2025-04-01 15:25:27,EXIT,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d8ee0983-3217-4b7d-8f63-a43e35f9528c,N697381,2025-04-01 10:45:46,ENTRY,f0c99158-efc3-4b1b-80b3-e6a808283600,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b2dd2329-c228-44ae-9789-a41d2c693498,N697381,2025-04-01 16:10:22,EXIT,f0c99158-efc3-4b1b-80b3-e6a808283600,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
95fea281-8224-40b4-ae9f-25a426254ea7,G691866,2025-04-01 10:40:40,ENTRY,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
2da33bed-7849-4b71-a5cd-465e26f062b2,G691866,2025-04-01 15:19:16,EXIT,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
f0614be4-f068-4fdd-bbbe-a86aaa439bd4,U260126,2025-04-01 10:15:25,ENTRY,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
08d340ba-f3dc-44da-8afc-48eb6cfb9caf,U260126,2025-04-01 15:53:54,EXIT,2793edb8-bce9-4154-9b85-a07d60f77b49,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
43782172-5c22-4116-a09b-c1dffa12a957,B383114,2025-04-01 10:43:07,ENTRY,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b576c173-a1f5-4c5b-99d8-3e7986016d48,B383114,2025-04-01 17:53:55,EXIT,1af55c80-5e00-4f99-8ed9-b0550d7ff016,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4949357a-b261-44a3-8a18-f71ba1c8cda5,O402502,2025-04-01 11:12:38,ENTRY,f0c99158-efc3-4b1b-80b3-e6a808283600,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
fd2ca65f-0dbb-45ce-bbd3-f065d67fa371,O402502,2025-04-01 17:44:16,EXIT,f0c99158-efc3-4b1b-80b3-e6a808283600,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4b4cc25d-4037-4e56-b9e8-9202e4971048,L711367,2025-04-01 09:02:45,ENTRY,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
369b8f9c-4a3f-4de2-9d81-2c69becf8ae6,L711367,2025-04-01 16:02:43,EXIT,89713c07-9fa2-4064-a53e-005fe39b1146,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
8f3fbed6-d0d3-421c-a899-7fac67863534,R081363,2025-04-01 11:25:11,ENTRY,c7836286-5947-4034-ae9e-016f285c6fe1,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c7a2451b-8233-4895-a26c-dc94ab003d02,R081363,2025-04-01 16:24:19,EXIT,c7836286-5947-4034-ae9e-016f285c6fe1,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c9ab9894-ebde-42da-bb4e-783bb8b670c0,W991172,2025-04-01 10:07:16,ENTRY,4301c99e-ff73-4f22-8de8-a2883f0df2a7,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
