id,event_timestamp,event_type,sensor_id,parking_tag,created_at,created_by,updated_at,updated_by
eb4c9401-5d1a-41b9-a2e0-97e1f27d4878,2025-04-01 11:58:18,OCCUPIED,628870dc-e2e6-4a60-96d7-63027670b101,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
47c03487-a3fa-43ee-b400-12de3b44503e,2025-04-01 16:40:33,VACANT,628870dc-e2e6-4a60-96d7-63027670b101,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b9d7999e-a2d2-444e-af31-3c8ddd0e1d5b,2025-04-01 11:20:24,OCCUPIED,dc436eb5-4679-4dd1-8b92-b815b99f8336,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c080e4a8-ef19-4aef-8982-8b85df354b84,2025-04-01 15:15:00,VACANT,dc436eb5-4679-4dd1-8b92-b815b99f8336,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ce064a5f-cae0-44f1-adf2-0d5f1d4ff055,2025-04-01 11:34:09,OCCUPIED,33a8a790-02ee-4796-a2ea-4206832fef2a,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
9a881803-7600-49af-ab4b-26bda43b66e9,2025-04-01 17:13:12,VACANT,33a8a790-02ee-4796-a2ea-4206832fef2a,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
6f254ad8-ff70-44d3-bb3c-03e5fe6a9f38,2025-04-01 10:03:36,OCCUPIED,6d82afc2-c224-4058-a8a1-d209ea915ee0,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ae6da80b-3602-462e-8b06-489d896e096a,2025-04-01 16:35:37,VACANT,6d82afc2-c224-4058-a8a1-d209ea915ee0,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
a44d26f9-4bbb-438b-8d22-976451eb8fbe,2025-04-01 11:05:51,OCCUPIED,4295068c-34fe-4d76-9adf-4127871d4d0f,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
8424623a-1444-4b89-93ff-01b26ba9f480,2025-04-01 17:24:12,VACANT,4295068c-34fe-4d76-9adf-4127871d4d0f,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
541ed258-546c-43cf-bfd0-4b2c3789462a,2025-04-01 09:02:12,OCCUPIED,ca4d9388-080b-4970-8502-6dfe7b12c122,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b4ef635a-9387-4f1f-85bc-372a971cf995,2025-04-01 17:37:56,VACANT,ca4d9388-080b-4970-8502-6dfe7b12c122,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4714f187-0d99-4db8-bb4c-5ffd0122f211,2025-04-01 10:25:59,OCCUPIED,e2cbbf62-eb83-4e28-99e0-afa0b96a13ae,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
5e46b292-11c8-44e9-9bea-81e6dacb1886,2025-04-01 17:54:33,VACANT,e2cbbf62-eb83-4e28-99e0-afa0b96a13ae,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
fb0114af-f2b3-450f-b629-3692650f6bc2,2025-04-01 11:10:08,OCCUPIED,0c7d329b-4a7f-439e-9a05-81d6755c772d,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
13e42732-8bdc-472b-9e41-c61d2f033846,2025-04-01 17:57:37,VACANT,0c7d329b-4a7f-439e-9a05-81d6755c772d,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
866f8938-c504-49ff-9a3d-864c14c12785,2025-04-01 11:17:05,OCCUPIED,a401bf28-15ca-4081-8d2b-3ab0a61dd7e1,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
7356e8e5-9cab-4fe9-9e4e-eecd79975148,2025-04-01 15:42:27,VACANT,a401bf28-15ca-4081-8d2b-3ab0a61dd7e1,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4056f9bc-0729-417a-ad75-fad412cae018,2025-04-01 10:35:17,OCCUPIED,f31a2144-0f57-4848-83da-c09c1fb8751d,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
8a519cde-2a7e-4911-bd6c-65decd1dbf9d,2025-04-01 16:00:51,VACANT,f31a2144-0f57-4848-83da-c09c1fb8751d,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
240d24b4-d9a5-4b3a-8402-552939d3f463,2025-04-01 11:00:37,OCCUPIED,07056637-3016-449a-8547-04be86a1a154,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
127950f6-824a-40cc-954b-575ad784773f,2025-04-01 15:26:58,VACANT,07056637-3016-449a-8547-04be86a1a154,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
09087353-eab5-4dc1-9a91-0430be276de1,2025-04-01 09:34:37,OCCUPIED,9d4022b8-2d59-461a-b921-7d3f603f3803,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
024e9b64-cb0d-4471-a2aa-b7ffb9db32ce,2025-04-01 16:04:48,VACANT,9d4022b8-2d59-461a-b921-7d3f603f3803,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
db64f78e-4929-4ca4-b36f-35945d205646,2025-04-01 11:28:40,OCCUPIED,8eb1b770-201c-4361-8bc9-0b6ecab338df,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
1f930bec-5332-45b8-9bc9-5ceca58f07f1,2025-04-01 16:32:57,VACANT,8eb1b770-201c-4361-8bc9-0b6ecab338df,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
eb78ae4d-2fe8-4e95-965c-130b0691cad6,2025-04-01 11:10:18,OCCUPIED,9d1cf8c1-4091-4ccb-b0be-5ef418c160b8,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
afb3cee9-e104-4b03-b18f-cab82f873d3a,2025-04-01 15:01:07,VACANT,9d1cf8c1-4091-4ccb-b0be-5ef418c160b8,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
0060dbfc-9c06-4bed-8028-66c4c6ec7e60,2025-04-01 09:43:15,OCCUPIED,a7788f29-6070-4756-9f82-cc1084ab1455,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
8d644e31-f8aa-47d9-9682-28ad0b4a15a6,2025-04-01 16:45:31,VACANT,a7788f29-6070-4756-9f82-cc1084ab1455,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
92cfcdfd-74f6-460f-96d6-1fe8349c6489,2025-04-01 10:44:39,OCCUPIED,6715d2b1-925a-49a8-b060-9b851c521377,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
265e856f-7f7d-482b-8461-b9c270347518,2025-04-01 17:16:49,VACANT,6715d2b1-925a-49a8-b060-9b851c521377,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
dac3a75f-6039-4231-bb08-873d7e8d4395,2025-04-01 09:09:41,OCCUPIED,deffe284-5723-451a-9e2f-0ec204d0e031,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
e1918bc2-8df7-4ebb-b5ae-6a18cd3c40b6,2025-04-01 15:48:31,VACANT,deffe284-5723-451a-9e2f-0ec204d0e031,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
258c83f0-bfa5-49d3-af89-5ba5dd0e9a46,2025-04-01 09:13:37,OCCUPIED,402d6df3-1df4-4ee9-8fa3-94a4de8aaf5e,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c333cd09-f94c-42df-afeb-382c83e3d331,2025-04-01 15:10:26,VACANT,402d6df3-1df4-4ee9-8fa3-94a4de8aaf5e,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ffda9179-5008-4d59-a938-52a2ffd1bfa9,2025-04-01 11:27:09,OCCUPIED,16c570d0-945e-44cc-a2ae-f3c5199a438f,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
9ccfa152-f707-4f8c-bb0d-bde6447b945a,2025-04-01 16:29:05,VACANT,16c570d0-945e-44cc-a2ae-f3c5199a438f,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
6b093229-d3db-48d2-a673-e367075ff969,2025-04-01 10:28:01,OCCUPIED,302e5f1e-c9bc-4d19-9b6e-9f32220f683b,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
a7ed5e3e-887a-4879-9a75-7988cdce18e4,2025-04-01 17:45:58,VACANT,302e5f1e-c9bc-4d19-9b6e-9f32220f683b,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
73df32ef-0fe3-4318-9945-b24ea627024f,2025-04-01 09:47:25,OCCUPIED,8b0ef5bf-26fe-48aa-a7e5-eda671fa21e7,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
17d50388-2f80-4a23-baf4-ec9e8af8ff8e,2025-04-01 16:31:10,VACANT,8b0ef5bf-26fe-48aa-a7e5-eda671fa21e7,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ea52f4b5-ebfe-4b38-a82f-b56dc4acd925,2025-04-01 11:14:43,OCCUPIED,7b92c39f-6ca9-4654-8625-acc0bfd989cc,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
5a9b0d1d-a763-411a-b99d-47057fd50778,2025-04-01 17:15:00,VACANT,7b92c39f-6ca9-4654-8625-acc0bfd989cc,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c7068f08-2ac1-4fce-b21d-561e2e7d8c94,2025-04-01 09:14:01,OCCUPIED,dd341fef-25b6-4dad-9f3c-782f31664624,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c9443ad7-171c-4cc0-ad19-92c7176ffc2b,2025-04-01 17:46:55,VACANT,dd341fef-25b6-4dad-9f3c-782f31664624,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
9fdeac91-7c06-4ce3-8810-7829e41cfb00,2025-04-01 10:33:45,OCCUPIED,6f7149e4-58a8-4a00-b522-8b68cf61b623,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
e8a2fe71-0115-4cbe-8c98-85f9b79f3a78,2025-04-01 15:35:00,VACANT,6f7149e4-58a8-4a00-b522-8b68cf61b623,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
dee9d6a7-faa5-4ff2-a7f4-843f4bc706a0,2025-04-01 10:32:43,OCCUPIED,6dbf1964-428a-49cd-a10b-857dbfe9ceb8,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d1a2aaa2-8034-440c-8b52-efba05f4f2bc,2025-04-01 17:15:43,VACANT,6dbf1964-428a-49cd-a10b-857dbfe9ceb8,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4ac7f297-f746-4763-bb1b-971fef8aaf90,2025-04-01 10:09:55,OCCUPIED,fdf0df8c-aff7-4dd1-84f4-17be233db448,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
2b708305-6104-42bd-9226-f5620bf5c8a9,2025-04-01 15:25:03,VACANT,fdf0df8c-aff7-4dd1-84f4-17be233db448,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
5878b874-254c-4e9d-8b02-e9e724934e18,2025-04-01 11:16:03,OCCUPIED,7eb2b852-32f0-41a4-af1b-4da35b67d57c,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
e31f513a-1870-40ec-ad17-9d5e4c18e1f9,2025-04-01 17:52:39,VACANT,7eb2b852-32f0-41a4-af1b-4da35b67d57c,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
baa78651-4a00-4d0b-88c6-f373fd09634f,2025-04-01 09:12:39,OCCUPIED,1178aab0-db19-4a7c-b2b5-9ef998b20120,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
82d3e9bd-69d1-4ea6-a65b-60e3c7950f4f,2025-04-01 16:09:18,VACANT,1178aab0-db19-4a7c-b2b5-9ef998b20120,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
0e4c61c1-a83d-4448-979d-fbb6bd4b8403,2025-04-01 10:21:49,OCCUPIED,3d8dedeb-c2db-4378-b0f0-40ac2807268c,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
0a0e8a19-df3e-43b2-a1c2-e0f505ed3ec9,2025-04-01 15:38:36,VACANT,3d8dedeb-c2db-4378-b0f0-40ac2807268c,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
3ed9fe0a-259d-47a5-893e-c099e83efd5c,2025-04-01 11:02:19,OCCUPIED,491fc6ae-b858-43fb-8842-66a9f4931a51,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
2740051c-a36e-4245-ab4f-462ac0a30032,2025-04-01 17:57:11,VACANT,491fc6ae-b858-43fb-8842-66a9f4931a51,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d19625d6-d9f4-4143-8e3a-5095f68fe2b6,2025-04-01 10:19:21,OCCUPIED,b03b8058-5539-471c-8081-c8ad7039116b,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
12f33eac-5d7b-472d-a6e5-b918d70147bb,2025-04-01 17:39:16,VACANT,b03b8058-5539-471c-8081-c8ad7039116b,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
aea83652-3945-46b9-b5ce-082d6ba368af,2025-04-01 10:04:09,OCCUPIED,d41b633d-9b30-47af-9452-9676507016b1,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
f805af86-c163-40cb-aef5-d7ec7614d0f5,2025-04-01 17:59:53,VACANT,d41b633d-9b30-47af-9452-9676507016b1,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
dd7b294e-d511-44a2-85ef-a1ef7a1ec5db,2025-04-01 10:07:09,OCCUPIED,7b57cc66-5aa3-4370-a82b-da8d5c629fb2,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
e725c59d-f67e-44b7-9a7f-63b6f980b799,2025-04-01 16:18:22,VACANT,7b57cc66-5aa3-4370-a82b-da8d5c629fb2,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
09adc3cc-4b9e-4124-a8ce-8d82caf8d500,2025-04-01 09:44:02,OCCUPIED,8a38fdd6-b1e2-4ae3-a8bf-1049eaf75f22,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d7843954-05be-43d4-87a7-15eb2efd222a,2025-04-01 15:00:58,VACANT,8a38fdd6-b1e2-4ae3-a8bf-1049eaf75f22,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
5ad338a5-8637-4d58-b74e-dddd5be16993,2025-04-01 09:36:47,OCCUPIED,86408d5e-6acb-4277-a756-4efa6bdae901,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
417b97a7-c5c1-4b38-8e2c-958b36edb0e3,2025-04-01 16:21:00,VACANT,86408d5e-6acb-4277-a756-4efa6bdae901,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
76f9f0a7-2c12-468e-ad73-8d51c61ce196,2025-04-01 11:45:53,OCCUPIED,23cf8878-3c6c-4061-aa86-edabcbce7ae0,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
f9cf7d76-e260-4fe3-9729-a7409dfe73ee,2025-04-01 16:28:01,VACANT,23cf8878-3c6c-4061-aa86-edabcbce7ae0,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c03fdc90-8b16-4af3-a40f-f94c6d53ac97,2025-04-01 10:29:25,OCCUPIED,92b9cf1f-38b6-40d5-bb43-4497905142d8,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
6a45221d-cd6f-444f-b4a6-9aee88c861ba,2025-04-01 17:31:36,VACANT,92b9cf1f-38b6-40d5-bb43-4497905142d8,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
79bbe786-d200-4af8-bfac-97b7911cfda3,2025-04-01 10:26:57,OCCUPIED,bf121f33-867d-4b1a-843a-cf8326a1507f,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
0f0ab71d-5061-4664-a254-0688198a9371,2025-04-01 15:47:46,VACANT,bf121f33-867d-4b1a-843a-cf8326a1507f,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
dff16371-ea6e-4cdc-b583-b57659b82cb6,2025-04-01 09:19:05,OCCUPIED,d66766d7-4b78-42ea-acf6-3127b5654deb,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d237b220-d69a-4b41-8292-f5ae44457caf,2025-04-01 17:15:58,VACANT,d66766d7-4b78-42ea-acf6-3127b5654deb,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
17d19b42-abb1-46d8-8484-6405a99fce2c,2025-04-01 11:26:49,OCCUPIED,004f41e1-7201-4a85-b3dd-8e1b67b182c5,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
e33cdc8a-8b8d-4a29-8de2-4c8ce80422a0,2025-04-01 17:01:58,VACANT,004f41e1-7201-4a85-b3dd-8e1b67b182c5,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
51c96246-f1f5-4d4a-949c-09ea8bd090b8,2025-04-01 11:13:11,OCCUPIED,068eaa05-3fb5-4ca3-a172-374032a4b986,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d192b6b7-6ebd-4323-a48c-7484f7f9ae2c,2025-04-01 16:54:03,VACANT,068eaa05-3fb5-4ca3-a172-374032a4b986,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
5a391fc7-59ed-440a-ae72-5e54e43c72a2,2025-04-01 10:16:32,OCCUPIED,ba453b58-440c-425e-b615-4f671f7e383c,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
28c79b6b-da2c-42dc-a804-09627a7d9453,2025-04-01 17:35:22,VACANT,ba453b58-440c-425e-b615-4f671f7e383c,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
f5bbd505-1386-46bf-9a0c-bb829cda320e,2025-04-01 10:54:01,OCCUPIED,721b8d31-4a1a-4f5a-8e8b-cb8fdf2eb11e,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
7c752a55-4b54-4178-b48d-2667741c13a3,2025-04-01 16:53:13,VACANT,721b8d31-4a1a-4f5a-8e8b-cb8fdf2eb11e,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
f3d26f2d-5869-4b2e-870c-077c8d2c5eb0,2025-04-01 09:31:49,OCCUPIED,92ebfac9-7651-4cc8-aab9-9e812a19e9c4,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
202f6325-0c71-49d4-9068-1f69a4d808d6,2025-04-01 15:08:22,VACANT,92ebfac9-7651-4cc8-aab9-9e812a19e9c4,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
f874a1fa-49c3-44c8-a53e-8f0624bb8319,2025-04-01 09:40:35,OCCUPIED,1ea430f2-b86f-411c-91a1-ad91357ef94b,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4c64f399-811d-424a-aa37-7db43ce0f7de,2025-04-01 15:36:27,VACANT,1ea430f2-b86f-411c-91a1-ad91357ef94b,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
38cf1e9d-8d3a-46ea-846f-5cb42be1a887,2025-04-01 11:24:03,OCCUPIED,179adf0a-0527-41cd-ab9a-43dac6b6f4a2,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
aa5c388b-88e8-4160-b8b5-73a71dd7b931,2025-04-01 15:25:27,VACANT,179adf0a-0527-41cd-ab9a-43dac6b6f4a2,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
640803a5-d8d4-432b-b5a0-951786f39358,2025-04-01 10:45:46,OCCUPIED,91f493b2-d2cd-43a0-a9c4-c113c03d30ba,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
ce9c5b38-c4ce-4b3c-ae66-4a002f089981,2025-04-01 16:10:22,VACANT,91f493b2-d2cd-43a0-a9c4-c113c03d30ba,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
afe4f527-585b-45b2-9987-179626cf1968,2025-04-01 10:40:40,OCCUPIED,832b2151-3bd0-472b-802b-0b312fd9caca,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
4c0e63fa-8bf9-4f0d-a13b-0496f8f054c9,2025-04-01 15:19:16,VACANT,832b2151-3bd0-472b-802b-0b312fd9caca,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b0122a24-a7f8-45ff-9371-ee231188c7de,2025-04-01 10:15:25,OCCUPIED,0b2b6f4f-c34d-48db-9bc8-fb710bfbc080,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
a7addfe6-ab69-4285-ba0d-116d703cef40,2025-04-01 15:53:54,VACANT,0b2b6f4f-c34d-48db-9bc8-fb710bfbc080,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b49ada5c-d332-464a-857e-537139278ce7,2025-04-01 10:43:07,OCCUPIED,4b4c5067-76d6-47f3-b1bb-a799b1cfa405,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b91047c5-e032-4917-b156-72fbc8eb3f72,2025-04-01 17:53:55,VACANT,4b4c5067-76d6-47f3-b1bb-a799b1cfa405,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
a8d8de16-d691-4086-b0b7-af355ba0dae7,2025-04-01 11:12:38,OCCUPIED,e3bfaf47-f23d-4f3e-94d3-90b45f770791,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
c6f54c17-cff3-415a-b0a9-0f4f9cc55518,2025-04-01 17:44:16,VACANT,e3bfaf47-f23d-4f3e-94d3-90b45f770791,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
23bb3676-7090-45f4-8027-397e14834c85,2025-04-01 09:02:45,OCCUPIED,b048def2-b780-47ab-ad08-9196f48cf0e1,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d3c00f3c-9093-44ec-9a82-5aab7931df72,2025-04-01 16:02:43,VACANT,b048def2-b780-47ab-ad08-9196f48cf0e1,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
05395078-330c-4868-892a-416de9396788,2025-04-01 11:25:11,OCCUPIED,004f41e1-7201-4a85-b3dd-8e1b67b182c5,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
b23223d1-6d9a-4d2e-af22-1850ad7c61fc,2025-04-01 16:24:19,VACANT,004f41e1-7201-4a85-b3dd-8e1b67b182c5,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
8d80f3e5-6ed5-4d8e-b5f2-52a048ae0769,2025-04-01 10:07:16,OCCUPIED,605f112f-7e76-4edf-8207-cd851d09cc2c,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
779ce0dc-f7d4-4707-ab77-6eb29c638f4e,2025-04-01 17:16:06,VACANT,605f112f-7e76-4edf-8207-cd851d09cc2c,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
d64ae21a-0b87-40ee-959f-d6c608810e85,2025-04-01 10:09:35,OCCUPIED,1a141ab2-7031-4c98-b785-8e4172af5c80,,2025-06-08 21:07:00.868291,system,2025-06-08 21:07:00.868291,system
